HYAANNAB;Hortensia met prachtige en erg grote witte bollen! Mag elk jaar teruggesnoeid worden na de winter. Iets minder kort snoeien zorgt voor iets kleinere bollen, maar stevigere stengels. Verdraagt beter droge grond dan Hydrangea macrophylla
HYAPETIO;Sterke, zelfhechtende klimplant. Bloeit met witte bloemschermen, met in het midden kleine fertiele bloempjes, omgeven door een krans van grotere, witte schijnbloemen. Groeit het best in de (half)schaduw, en in vruchtbare grond.
HYBUTTER;Opgaande struik met lancetvormige bladeren. Mooi als solitair, maar ook goed in groep te gebruiken als vakbeplanting. Overvloedige bloei van juni tot september.
HYHIDCOT;Sterke, breder uitgroeiende vari‘teit. Ideaal voor vakbeplanting. Half wintergroen.
HYMBLUE;Bolvormige boerenhortensia met blauwe bloemen. Let op, de bloemen verkleuren roze indien ze in neutrale grond worden geplant. Om de bloemen mooi blauw te houden, plant u ze in zure grond (turf of heidegrond toevoegen). Geef jaarlijks een dosis Hortensia blauwmaker. Zorg voor een goede, humusrijke grond, maar geef zeker niet te veel of te sterke meststoffen. Groeit zowel in de zon als in de schaduw, maar verdraagt geen droge grond. Weinig of niet snoeien, eventueel de droge bloemen weghalen na de winter en oude takken wegnemen.
HYMLIBEL;Hortensia die bloeit met schermvormige, witte bloemen. Zorg voor een goede, humusrijke grond, maar geef zeker niet te veel of te sterke meststoffen. Groeit zowel in de zon als in de schaduw, maar verdraagt geen droge grond. Weinig of niet snoeien, eventueel de droge bloemen weghalen na de winter en oude takken wegnemen.
HYMPINK;Bolvormige boerenhortensia met roze bloemen. Zorg voor een goede, humusrijke grond, maar geef zeker niet te veel of te sterke meststoffen. Groeit zowel in de zon als in de schaduw, maar verdraagt geen droge grond. Weinig of niet snoeien, eventueel de droge bloemen weghalen na de winter en oude takken wegnemen.
HYMRED;Bolvormige boerenhortensia met rode bloemen. Zorg voor een neutrale grond om de rode kleur te behouden, maar let op met te veel kalk. Zorg voor een goede, humusrijke grond, maar geef zeker niet te veel of te sterke meststoffen. Groeit zowel in de zon als in de schaduw, maar verdraagt geen droge grond. Weinig of niet snoeien, eventueel de droge bloemen weghalen na de winter en oude takken wegnemen.
HYMWHITE;Bolvormige boerenhortensia met witte bloemen. Zorg voor een goede, humusrijke grond, maar geef zeker niet te veel of te sterke meststoffen. Groeit zowel in de zon als in de schaduw, maar verdraagt geen droge grond. Weinig of niet snoeien, eventueel de droge bloemen weghalen na de winter en oude takken wegnemen.
HYQUERCI;Hortensiasoort met opvallende, eikenbladvormige bladeren. Zeer mooie herfstverkleuring. Bloeit met langwerpige, witte bloemtuilen vol fertiele bloempjes, omringd door enkele grotere steriele bloemen. De witte bloemen verkleuren stilaan lichtroze, en verdrogen erg mooi aan de struik. Zorg voor een goede, humusrijke grond, maar geef zeker niet te veel of te sterke meststoffen. Groeit het best in de (half)schaduw, maar verdraagt geen droge grond. Weinig of niet snoeien, eventueel de droge bloemen weghalen na de winter en oude takken wegnemen.
HYSBLUEB;Sterke hortensia met schermvormige bloemen. Wordt niet al te groot (ca 1.20m), en geeft een massa blauwe, fertiele bloemen, omringd door een cirkel van lichtblauwe randbloemen. Zeer goed doorbloeiende soort. Mooie herfstverkleuring van de bladeren naar koper-rood. Verkiest een plaatsje in de (half)schaduw en een niet al te droge, humusrijke grond. Weinig of niet snoeien, eventueel de droge bloemen weghalen na de winter en oude takken wegnemen.
ILAALASK;Zeer sterke en goed winterharde scherpe hulst. Slank opgroeiende vari‘teit, zeer geschikt voor gebruik als smalle haag. ÔAlaskaÕ is een zelfbestuivende vrouwelijke vorm die overvloedig rode bessen draagt. Het aantal bessen zal echter nog groter zijn als er een mannelijke hulst in de buurt staat. Verdraagt zeer goed snoei, en stelt niet al te veel eisen aan de grond.
ILCCONVE;Sterke, bladhoudende heester. Lijkt op buxus maar met een ietwat gebold blad. Kan mooi bijgesnoeid worden, ook als haag te gebruiken.
ILCFASTI;Bladhoudend, smal opgroeiende heester. Ideaal als solitair of voor smalle haagjes.
ILCGGEM;Zeer traaggroeiend met kleine vlakke gele blaadjes. Sterk plantje, ook geschikt voor kleine tuinen.
ILCGHEDG;Nieuwe, groenblijvende cultivar met een opgerichte groeiwijze. Lijkt qua blad zeer sterk op buxus. Zeer geschikt voor groenblijvende hagen (ook iets hoger) of vakbeplanting, kan goed in vorm gesnoeid worden.
ILEMBPRI;Sterk vertakte struik, niet erg prikkende bladeren, prima te gebruiken als haag. Geeft een overvloed aan rode bessen indien samen geplant met de mannelijke vari‘teit 'Blue Prince' .
ILMBPRIN;Sterke struik met blauwgroene, weinig stekelige bladeren. Dit is de mannelijke vorm, deze cultivar draagt dus geen vruchten, maar is wel een goede bestuiver voor 'Blue Princess'. Ideaal als haagplant.
ILMHECKE;Sterke struik met donkergroene, weinig stekelige bladeren. Mooi vol en compact groeiende soort, ideaal voor volle haagjes. Stelt niet al te veel eisen aan de grond. Draagt rode bessen indien geplant met een mannelijke bestuiver (bv. ÔHeckenstarÕ)
IMCRBARO;Bijzonder kleurrijk gras dat niet al te hoog wordt (60cm). In het voorjaar hebben de halmen rode topjes, in de loop van de zomer verkleuren ze helemaal bloedrood. Tot ver in het najaar zorgt het voor prachtige contrasten in de tuin. Groeit op zowat elke grond, in zon of halfschaduw.
JANUDIFL;Sterke, prachtige en opvallende winterbloeier. Takken blijven groene kleur behouden heel het jaar rond. Oude takken wegsnoeien in april. Moet geleid worden.
KEJPLENI;Een dankbare sierheester die bijna heel de zomer door bloei. Stelt weinig eisen, groeit en bloeit nagenoeg overal. Bladverliezend, maar met mooie, groene takken in de winter.
LAADBLUE;Heerlijk geurend halfheestertje met mooie grijze blaadjes. Verkiest een plaatsje in de volle zon en een niet al te natte, kalkrijke grond. Deze soort geeft blauwpaarse bloemen en wordt zo'n 40cm hoog. Droge bloemen wegsnoeien na de bloei, grondigere snoei in de lente, maar zorg wel dat er voldoende jonge twijgjes overblijven.
LAAHIDCO;Heerlijk geurend halfheestertje met mooie grijze blaadjes. Verkiest een plaatsje in de volle zon en een niet al te natte, kalkrijke grond. Deze soort geeft intens donkerblauwe bloemen op donkere aren. Hoogte 35 cm, zeer compact. Droge bloemen wegsnoeien na de bloei, grondigere snoei in de lente, maar zorg wel dat er voldoende jonge twijgjes overblijven.
LAAMUNST;Heerlijk geurend halfheestertje met mooie grijze blaadjes. Verkiest een plaatsje in de volle zon en een niet al te natte, kalkrijke grond. Deze soort geeft grote, zacht lavendelblauwe bloemen.Hoogte 40 tot 60 cm, compacte groei, een van de sterkste soorten. Droge bloemen wegsnoeien na de bloei, grondigere snoei in de lente, maar zorg wel dat er voldoende jonge twijgjes overblijven.
LAAROSEA;Heerlijk geurend halfheestertje met mooie grijze blaadjes. Verkiest een plaatsje in de volle zon en een niet al te natte, kalkrijke grond. Deze soort geeft bloemen die eerst wit zijn, later verkleurend naar lilarose. Hoogte 45 cm. Verkiest een zonnige, beschutte plaats. Droge bloemen wegsnoeien na de bloei, grondigere snoei in de lente, maar zorg wel dat er voldoende jonge twijgjes overblijven.
LASTOECH;Prachtige lavendelvari‘teit die bloeit met vlinderachtige bloemen. Verkiest een beschutte plaatst, matig winterhard. Ideaal als terrasplant. De bloemen wegsnoeien na de bloei zorgt voor herbloei.
LAWVOSSI;Sterke heester met prachtige gele bloemen in trossen. Groeit zowat op elke grond, maar staat niet graag te nat. Opgelet, de peulen zijn giftig.
LEFGLANT;Sierlijke heester met helder geel/groen blad. Bloeit van juli tot september met opvallende paarse schutbladeren waaruit witte bloemen ontstaan. Daarna volgen bessen die verkleuren van rood naar zwart, met een wat chocoladeachtige geur, en die erg geliefd zijn door vogels. Kan bij strenge winters bovengronds bevriezen, maar schiet opnieuw uit vanuit de grond.
LEFRAINB;Sterk groenblijvend heestertje met prachtige bonte bladeren. Mag bijgesnoeid worden. Verkiest een ietwat zure grond (turf of heidegrond toevoegen)
LIGOAURE;Snelgroeiende haagplant, vari‘teit met geelbonte bladeren. Redelijk bladhoudend, al kan bij strenge winters het meeste blad wel afvallen. Grondig terugsnoeien bij het aanplanten zorgt voor een mooie, volle haag.
LIGOVALI;Een van de bekendste hagen. Ook wel 'gauwgroot' genoemd in de volksmond, omdat deze erg snel groeit. Redelijk bladhoudend, al kan bij strenge winters het meeste blad wel afvallen. Grondig terugsnoeien bij het aanplanten zorgt voor een mooie, volle haag.
LIJAPONI;Groenblijvende struik of boom. Geeft heerlijk geurende witte bloemtrossen tijdens de zomer. Kan mooi in vorm gesnoeid worden.
LIJROTUN;Compact groeiend heestertje dat bloeit met heerlijk geurende witte bloemen. Het bijna ronde blad is wintergroen maar kan soms wel iets invriezen. Verkiest een zonnige en beschutte plaats. 
LIJTEXAN;Zeer mooie, wintergroene struik of boom. Mooi compact groeiend, laat zich ook goed bijsnoeien. Bloeit op het einde van het voorjaar met heerlijk geurende witte bloemen. Verkiest een ietwat beschutte standplaats.
LIMUSCAR;Een sterke, wintergroene plant met prachtige, grasachtige bladeren. Bloeit in de nazomer met fraaie, violetblauwe aren. Liriope wordt zoÕn 30 cm hoog, en is een ideale, laagblijvende bodembedekker voor schaduwrijke plaatsen. Terugsnoeien na de winter geeft de plant opnieuw een frisse look. Wat beendermeel doet wonderen voor de bloemvorming.
LISGBALL;Bolboompje met niet al te grote kruin. De groene bladeren verkleuren prachtig rood, paars en geel in het najaar. Behoeft weinig onderhoud, maar mag bijgesnoeid worden. Ook geschikt voor kleinere tuinen. Aanrader!
LISSSILH;Zeer slank opgroeiende vari‘teit van de amberboom. Ook geschikt voor kleinere tuinen. Behoeft weinig onderhoud, eventueel wat licht bijsnoeien. Het diep ingesneden blad verkleurt prachtig rood, paars en geel in het najaar.
LISWORPL;Sterke en makkelijke boom. Het diep ingesneden blad verkleurt prachtig rood, paars en geel in het najaar. De jonge twijgen zijn glad, oudere takken hebben soms sierlijke kurklijsten. Aanrader!
LITULIPI;Snelgroeiende boom met een kaarsrechte stam. In het begin is de kroon smal, later kegelvormig.Het frisgroene blad heeft met zijn afgeknotte top een unieke vorm. De schors van de takken is eerst groenbruin, later grijs. In juni/juli verschijnen de eerste nog groene bloemknoppen die zich ontvouwen tot een prachtige bloem met geelgroene schutbladeren die oranje gevlekt zijn en opvallende, dikke, diepgele meeldraden hebben. 
LOJHPROL;Goed groeiende klimplant, half wintergroen. Bloeit reeds vanop jonge leeftijd met heerlijk geurende geel-witte bloemen tijdens de zomer. Leiden aan een draad of hekwerk. Bijsnoeien in het voorjaar om verwildering te voorkomen.
LONELEGA;Iets hogere vari‘teit met wat donkerder groene bladeren. Ideaal als vakbeplanting of voor lage en middelhoge hagen. Zeer sterk, snelgroeiend, lijkt wat op buxus indien bijgesnoeid. ca. 5 planten per m_, of 3-4 planten per lopende meter.
LONMAIGR;Iets lagere vari‘teit met wat lichter groene bladeren. Ideaal als vakbeplanting of voor lage hagen en blokken. Zeer sterk, snelgroeiend, lijkt wat op buxus indien bijgesnoeid. ca. 5 planten per m_, of 3-4 planten per lopende meter.
LOPBSELE;Selectie van de wilde kamperfoelie met geurende bloemen met roze-rode schijn. Bijsnoeien in het voorjaar om verwildering te voorkomen.
MAROBELI;Smalgroeiende sierappelaar. Bloeit met zeer grote, roze bloesems in de lente, gevolgd door een massa rode vruchten in de herfst, die tot lang in de winter aan de boom blijven. Ook te gebruiken voor bloemschikken. Deze zuilvormige boom wordt niet hoger dan 5 m en blijft zo'n 2 m smal., waardoor hij ook te gebruiken is in kleinere tuinen. Kan prima bijgesnoeid worden in de winter.
MARRSENT;Sierlijke struik of boom met een overweldigende witte bloesem in de lente. Staat in het najaar afgeladen vol met op kersen lijkende rode appeltjes, die tot ver in het voorjaar blijven hangen. De appeltjes zijn lang houdbaar in bloemstukken, enzijn bij strenge winters een echte lekkernij voor vogels. Verkrijgbaar als struik of in boomvorm.
MASOULAN;Goed uitgroeiende heester met grote, witte bloemen met een lilaroze basis. De bloemen staan rechtop en verschijnen in de periode april-mei. Na de bloei verschijnen de grote leerachtige bladeren.
MASTELLA;Rijkbloeiende heester met zuiver witte, stervormige bloemen in het vroege voorjaar. Langzame groeier die niet gesnoeid moet worden.
MASUSAN;Heester met prachtige,  donkerroze, overwegend banaanvormige bloemen in het vroege voorjaar. Sommige bloemen gaan openstaan in een soort waaiervorm. Na de bloei wordt het blad zichtbaar. Langzame groeier, Zowel als solitairplant of in groep toe te passen.
MISFOSTE;Prachtige groeiend gras met sierlijk overhangende groene bladeren met een witte middennerf. Deze vari‘teit geeft roodwitte pluimen op rode stengels. Polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISGRACI;Een van de bekendste Miscanthus soorten. Prachtige groeiend gras met sierlijk overhangende groene bladeren met een witte middennerf. Deze vari‘teit geeft vaak geen pluimen. Polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISKFONT;Prachtige groeiend gras met sierlijk overhangende groene bladeren. Deze vari‘teit geeft roodwitte pluimen. Polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISKSILB;Iets kleiner blijvende Miscanthus soort, met fijne bladeren en een overvloed aan zilverroze bloempluimen. Polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISMALEP;Iets grotere Miscanthus, wordt zo'n 2m -2,3m hoog. Bloeit met goudbruine bloemaren die langzaam zilverkleurig uitbloeien. Polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISMLIGH;Erg mooie bontbladige Miscanthussoort met opvallende, zilvergroene bladeren. Geeft enkel bij zeer warme zomers pluimen.  Polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISSILBE;Prachtige groeiend gras met sierlijk overhangende groene bladeren met een witte middennerf. Deze vari‘teit geeft dikkere, zilverwitte pluimen. Polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISSTRIC;Diepgroen gras met onregelmatig geplaatste gele dwarsstrepen. Hogere vari‘teit met rechtop groeiende bladeren. polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MISZEBRI;Diepgroen gras met onregelmatig geplaatste gele dwarsstrepen. Licht overhangende bladeren. polvormend siergras, dus woekert niet. Terugsnoeien na de winter.
MOAKFOER;Sierlijk gras met lange stengels waarop de bruine bloemaren staan. Deze hebben geen zogenaamde ÔknopenÕ, waardoor ze vroeger gebruikt werden om een pijpensteel uit te kuisen, vandaar de Nederlandse naam. Karl Foester is een wat hogere vari‘teit met lange stengels, tot zoÕn 2.40m hoog, die mooi meewiegen op de wind.  Mooie gele herfstkleur tot ver in de winter. Niet woekerend. Terugsnoeien na de winter
MOAPLATA;Witte moerbei met extra groot, enigszins plataanachtig blad. Groeit mooi uit met een vrijwel ronde kroon, maar kan ook gebruikt worden als dakboom. De vari‘teit ÔFruitlessÕ draagt geen vruchten, en is dus uitermate geschikt voor aanplanting aan terras of verharingen.
MOAWINDS;Sierlijk gras met lange stengels waarop de geelbruine bloemaren staan. Deze hebben geen zogenaamde ÔknopenÕ, waardoor ze vroeger gebruikt werden om een pijpensteel uit te kuisen, vandaar de Nederlandse naam. Karl Foester is een wat hogere vari‘teit met lange stengels, tot zoÕn 2.40m hoog, die mooi meewiegen op de wind.  Mooie gele herfstkleur tot ver in de winter. Niet woekerend. Terugsnoeien na de winter
MOCHEIDE;"Sierlijk grasje met lange stengels waarop de bloemaren staan. Deze hebben geen zogenaamde ÔknopenÕ, waardoor ze vroeger gebruikt werden om een pijpensteel uit te kuisen, vandaar de Nederlandse naam. Heidebraut is een wat lagere vari‘teit. Het gras zelf wordt zoÕn 40cm hoog; de bloemaren worden iets meer dan een meter. Mooie gele herfstkleur tot ver in de winter. Niet woekerend. Terugsnoeien na de winter."
MOCMOORH;"Sierlijk grasje met lange stengels waarop de donkere bloemaren staan. Deze hebben geen zogenaamde ÔknopenÕ, waardoor ze vroeger gebruikt werden om een pijpensteel uit te kuisen, vandaar de Nederlandse naam. Moorhexe is een wat lagere vari‘teit met bijna zwarte aren. Het gras zelf wordt zoÕn 30cm hoog; de bloemaren worden iets meer 60cm. Mooie gele herfstkleur tot ver in de winter. Niet woekerend. Terugsnoeien na de winter"
MONIGRA;Sierlijke boom na enkele jaren heerlijke vruchten draagt. Kan erg oud worden, en werd vroeger vaak aangeplant in klooster- en kasteeltuinen. De erg sappige vruchten lijken wat op frambozen, en zijn zeer fijn van smaak. Ze verkleuren eerst rood, maar zijn pas echt lekker als ze zwart zijn.
NADFPOWE;Compact groeiend, wintergroen heestertje met een prachtige herfst-winter verkleuring. Erg mooi in de border of als groepsbeplanting. Verdraagt snoei.
NYSYLVAT;Struik of meerstammige boom met frisgroen, ietwat op beuk gelijkend blad. De geel-oranje-rode herfstkleuren zijn schitterend! Niet al te snelle groeier, de hoogte na 10 jaar is 5 meter.
OPPNIGRE;Unieke vaste plant met zeer donker, bijna zwart, grasachtig loof. Bloeit met violetblauwe bloemaren in de zomer, gevolgd door donkere bessen. Erg mooi in bloembakken of als bodembedekker (ca 6-9 per m_). Door zijn bijna zwarte bladeren geeft het een bijzonder mooi contrast met lichtere planten zoals lavendel, santolinia, É, maar ook met witte steentjes of een lichte muur.
OSBURKWO;Bladhoudende heester met opvallend en heerlijk geurende witte bloempjes in het voorjaar. Kan mooi bijgesnoeid worden, ook ideaal als haagplant.
OSHETERO;Groenblijvende heester, mooi als solitair en heel decoratief. Ook te gebruiken als haagplant.
PACAERUL;Klimplant met schitterende, unieke bloemen. Verkiest een beschutte plaats in de zon tegen een muur of draad. Niet zelfhechtend. Kan ook als kuipplant gebruikt worden. Planten in volle grond wat beschermen bij strenge winters.
PAPERSIC;Prachtige struik of (meerstammige) boom, die helaas bij veel mensen onbekend is. Het is nochtans een echte vierseizoensplant met een mooie schorskleur in de winter, unieke bloei in de vroege lente (nog voor de bladeren ontluiken), een decoratieve solitair in de zomer en vooral een prachtige herfstverkleuring! Perfect wintervast, en doet het goed op zowat elke grond. Aanrader!
PASUFFRU;Pioenroos met sierlijke, grote bloem. Kleur: zie label. Bloeit in de periode april-juni en bereikt een hoogte van 80-100 cm. Staat graag in de zon of in de lichte schaduw. Vraagt een humusrijke, niet al te natte grond. Bij zeer strenge winters afdekken met wat stro of humus.
PATERMIN;Een van de meest bekende bodembedekkers. Mooi wintergroen, kleurt eerder geel indien in de zon geplaatst. Voeg wat mulch of fijne schors toe tussen de planten, dan groeien deze sneller toe. 8-12 planten per m_
PATGCARP;Iets lagere vari‘teit. Mooi wintergroen, verdraagt minder goed volle zon. Voeg wat mulch of fijne schors toe tussen de planten, dan groeien deze sneller toe. 8-12 planten per m_
PATGSHEE;Vari‘teit met blinkend, dieper groen blad. Mooi wintergroen, verdraagt iets beter zon, en behoudt beter zijn kleur. Voeg wat mulch of fijne schors toe tussen de planten, dan groeien deze sneller toe. 8-12 planten per m_
PATVBOSK;Zelfhechtende klimplant met groot, heldergroen blad met prachtige najaarsverkleuring. Bladverliezende, snelgroeiende en makkelijke klimplant, ideaal voor tegen een muur.  Bijsnoeien indien nodig.
PAVHMETA;Rechtopgroeiend gras met opvallend blauwgroene bladeren. Wordt een goeie meter hoog, een heeft een mooi strak, rechtop groeiend silhouet. Bloeit aan het einde van de zomer met zilverkleurige bloemen in losse aren. Mooie herfstverkleuring. Komt het best tot zijn recht in wat grotere groepen. Woekert niet. Terugsnoeien na de winter.
PAVPSKY;Rechtopgroeiend gras met opvallend blauwgroene bladeren. Wordt bijna een kleine meter hoog, een heeft een mooi strak, rechtop groeiend silhouet. Bloeit aan het einde van de zomer met zilverkleurige bloemen in losse aren. Mooie herfstverkleuring. Komt het best tot zijn recht in wat grotere groepen. Woekert niet. Terugsnoeien na de winter.
PEAHAMEL;Dit makkelijke grasje geeft geelgroene, harige pluimpjes vanaf augustus. ÔHamelnÕ is de bekendste en meest gebruikte vari‘teit. Deze wordt zoÕn 60cm hoog en komt erg mooi tot zijn recht wanneer verschillende planten samen in groep worden gezet. De pluimpjes zijn niet alleen prachtig in de tuin, ook in een bloemenboeket komen ze erg goed tot hun recht. Ca. 3-6 planten per m_. Woekert niet, terugsnoeien na de winter.
PEALBUNN;Lagere vari‘teit van het bekende lampenpoetsersgras. Wordt zoÕn 30cm hoog en kan zowel in bakken als in volle grond gebruikt worden. Ca. 5-9 planten per m_. Woekert niet, terugsnoeien na de winter.
PEALOPEC;Dit makkelijke grasje geeft geelgroene, harige pluimpjes vanaf augustus. Deze vari‘teit wordt iets hoger (ca. 90cm), en is ideaal voor achteraan in de border. Komt erg mooi tot zijn recht wanneer verschillende planten samen in groep worden gezet. De pluimpjes zijn niet alleen prachtig in de tuin, ook in een bloemenboeket komen ze erg goed tot hun recht. Ca. 3-6 planten per m_. Woekert niet, terugsnoeien na de winter.
PHAPICTA;Sterk en sierlijk gras met groen-witte strepen. De bloei is onopvallend, en het gras wordt zoÕn 80cm hoog. Terugsnoeien na de winter. Doet het goed op zowat elke grond, zowel droog als nat. Vormt rhizomen, dus kan wat woekeren.
PHBETOIL;Zeer sterk en aangenaam geurende bloemen! Deze vari‘teit groeit met licht overhangende takken. De bloemen zijn enkel en hebben een gefranste rand en rode vlek in het midden.
PHBISSET;Een van de sterkste, winterharde bamboe soorten. Groenblijvend. Sterke groeier, die wel meer dan 5 meter hoog kan worden. Kan prima bijgesnoeid worden, en is ook als haag bruikbaar. Kan woekeren.
PHFRROBI;Bladhoudende heester, witte bloempjes in voorjaar, jonge bladeren verkleuren prachtig rood. Kan prima in vorm gesnoeid worden of als haag gebruikt worden. Ook op stammetje of als boom verkrijgbaar.
PHLEMOIN;Zeer sterk en aangenaam geurende bloemen! Deze vari‘teit groeit met dunne scheuten. Geschikt voor losgroeiende haag. Bloemen wit, enkel.
PHODGOLD;Sierlijke struik met mooie frisgele bladeren. Vanaf het late voorjaar verschijnen witte bloemschermen die op die van een vlier lijken. De plant wordt bij voorkeur gecombineerd met donkergroen- of roodbladige planten.
PHODIABO;Opvallende heester met purperen bladeren, rode-roze bloemknoppen en witte bloemen. Ideaal in combinatie met lichter groene heesters!
PHTPURPU;Groenblijvende plant met lange, leerachtige bladeren die opvallen door hun paarse tot donker-koperkleurige tint. Bloeit in de zomer met roodachtige bloemen op blauw-paarse stengels. Kan tot 2 meter hoog worden, en vormt een massa bladeren. Erg mooi als potplant, maar gedijt ook goed in volle grond, zowel in de zon als in de schaduw. Bij strenge winters de plant wat beschermen met wat mulch of stro. Woekert niet.
PHVIRGIN;Zeer sterk en aangenaam geurende bloemen! Iets hogere struik. Bloeit met witte, halfgevulde bloemen.
PIJFFLAM;Bladhoudende, dicht vertakte, opgaande struik. De bladeren zijn glimmend groen, maar de jonge bladeren in het voorjaar verkleuren van diep rozerood, via zalmrood, roze en crèmegeel naar groen. De witte bloemen verschijnen in trossen van zoÕn 20cm lang. Verkiest een plaatsje in zure grond, dus turf of heidegrond toevoegen bij het aanplanten.
PLHAGLOB;Bolvormig groeiende plataan. Groeit redelijk breed uit, maar kan jaarlijks fors teruggesnoeid worden om een mooie bolvorm te krijgen. Prachige, in verschillende tinten afschilferende schors.
PLHISPAN;Sterkgroeiende boom, verdraagt erg goed snoei. Prachtige, in verschillende tinten afschilferende schors. 
POFABBOT;Sterk heestertje dat bloeit met opvallende witte bloemen van juli tot september. Wordt een kleine meter hoog, maar laat zich goed bijsnoeien in blokvorm of in haagjes. Kan om de paar jaar volledig teruggesnoeid worden om de plant te verjongen.
POFGOLDF;Sterk heestertje dat bloeit met opvallende gele bloemen van juli tot september. Wordt een kleine meter hoog, maar laat zich goed bijsnoeien in blokvorm of in haagjes. Kan om de paar jaar volledig teruggesnoeid worden om de plant te verjongen.
POFRACE;Sterk heestertje dat bloeit met opvallende rode bloemen van juli tot september. Wordt een kleine meter hoog, maar laat zich goed bijsnoeien in blokvorm of in haagjes. Kan om de paar jaar volledig teruggesnoeid worden om de plant te verjongen.
PRAMANOG;Zeer smal opgroeiende heester of boom, met overvloed aan roze bloempjes in het voorjaar.
PRCNIGRA;Opvallend boompje met paars-rode bladeren. Bloeit met een massa roze bloempjes in het voorjaar, en geeft rode, eetbare pruimen in het najaar. Jaarlijks bijsnoeien na de bloei om een mooie bolvom te krijgen.
PRCUNEAT;Laagblijvend heestertje met zeer aromatisch geurend blad. Bloeit tijdens de zomer met prachtige witte bloemetjes, met binnenin paars-roze vlekjes. Groeit het best op een drogere, wat armere grond, en verkiest een beschutte plaats.
PRKSZAKU;Treurvormige sierkers met sierlijk afhangende takken. De opvallende, gevulde roze bloemen verschijnen in april/mei en zijn een lust voor het oog. Geschikt voor kleinere tuinen door zijn compacte formaat en schitterend uiterlijk. Het blad heeft een mooie donkergroene kleur en verkleurt in de herfst van geel naar oranje.
PRLREYNV;Lager blijvende laurierkers. Zeer sterke, groenblijvende heester, ideaal voor lagere hagen of massieven. Doet het zowel in de zon als in de schaduw goed. Vari‘teit met mooie, opstaande, geurende witte bloemtrossen. Iets kleiner, glanzend, donkergroen blad. Voor hagen: ca. 2 planten per meter.
PRLROTUN;Sterke, groenblijvende haagplant. Doet het zowel in de zon als in de schaduw goed. Vari‘teit met grote, glanzende, helgroene bladeren. Voor hagen: ca. 2 planten per meter.
PRLUSITA;Sterke, wintergroene heester met glanzend blad en opvallende rode twijgen. Stelt weinig eisen aan de grond, is goed wintervast en onderhoudsvriendelijk. Kan gebruikt worden als solitaire plant, voor massieven, of als haagplant (planten om de 50cm). 
PRPMELRE;Zeer uitbundige voorjaarsbloeier met opvallende rode bloesem. Tijdens de zomer draagt hij eetbare (en lekkere!) perziken. Langzame groeier, ook geschikt voor kleinere tuintjes of als potplant.
PRULANGU;Sterke, wintergroene heester met smal, glanzend blad en opvallende rode twijgen. Stelt weinig eisen aan de grond, is goed wintervast en onderhoudsvriendelijk. Kan gebruikt worden als solitaire plant, voor massieven, of als haagplant (planten om de 50cm). 
PRULCAUC;Sterke, groenblijvende haagplant. Doet het zowel in de zon als in de schaduw goed. Vari‘teit met smalle, glanzende, donkergroene bladeren. Voor hagen: ca. 2 planten per meter.
PRUSAROS;E_n van de weinige winterbloeiers. Begint vaak al in november te bloeien, en dat kan tot maart/april doorgaan (behalve als het vriest). Deze vari‘teit heeft halfgevulde, lichtroze bloemen. In de knop zijn ze donkerroze.
PSJAPONI;Groenblijvende, goed wintervaste bamboe. Kan 3-4 meter hoog worden, met grote bladeren en licht overhangende halmen. Laat zich goed bijsnoeien. Kan woekeren.
PYCCHANT;Niet al te hoog wordende boom met rechte stam en ruwe schors. Hij geeft vroeg in het voorjaar mooie witte bloesem, daarna een mooi glanzend groen blad dat in de herfst ook nog eens mooi verkleurt. Blad blijft hangen tot in december.
QUILEX;Bladhoudende eikenboom, met een klein, lichtgrijs blad. Langzame groeier, laat zich ook prima bijsnoeien in vorm. Ook verkrijgbaar als leiboom. Jonge planten ietwat beschutten, maar is verder goed winterhard in onze streken. Verkiest een kalkrijke, eerder droge grond.
QUPALUST;Een redelijk snelgroeiende boom met een rechte hoofdstam en mooie horizontale takken, die ietwat kunnen doorhangen. Diep ingesneden blad, heldergroen van kleur maar prachtig donkerrood verkleurend in de herfst. Het blad blijft vaak tot in de winter aan de boom hangen, en is dan bruinrood van kleur. Ook verkrijgbaar als leiboom en dakboom.
QUPETRAE;Inlandse eik met langere bladsteel, en symmetrisch, ondiep gelobd blad. De eikelnapjes hebben een zeer kort steeltje, en staan in groepen bij elkaar. Statig groeiende boom, die honderden jaren oud kan worden
QUPGDWAR;Moeraseik met een bolronde kroon. Langzame groeier, ook geschikt voor kleinere tuinen. Diep ingesneden blad, heldergroen van kleur maar prachtig donkerrood verkleurend in de herfst. Sterke boom, verdraagt zowel droge als natte grond, maar niet te veel kalk. Aanrader!
